image_path,class,split
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/zucchini yellow mosaic virus/google_0112 - Copy (2).jpg,zucchini yellow mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0087.jpg,tomato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/25.jpg,cabbage leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn northern leaf blight/google_0097.jpg,corn northern leaf blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/56.jpg,tomato bacterial leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf mold/89.jpg,tomato leaf mold,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf/google_0503.jpg,tomato leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus greening disease/10.jpg,citrus greening disease,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf mold/184.jpg,tomato leaf mold,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/47.jpg,tomato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato yellow leaf curl virus/google_0068.jpg,tomato yellow leaf curl virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana panama disease/google_0049.jpg,banana panama disease,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber bacterial wilt/128.jpg,cucumber bacterial wilt,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn rust/79.jpg,corn rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash powdery mildew/google_0001.jpg,squash powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/14.jpg,tomato bacterial leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/google_0249.jpg,tomato bacterial leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/google_0059.jpg,maple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/carrot cavity spot/google_0015.jpg,carrot cavity spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0287.jpg,tomato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce leaf/google_0186.jpg,lettuce leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0081.jpg,corn smut,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/google_0171.jpg,plum leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/google_0206.jpg,broccoli leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery early blight/google_0022.jpg,celery early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/106.jpg,grape leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato leaf/google_0031.jpg,potato leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/coffee leaf rust/63.jpg,coffee leaf rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash powdery mildew/google_0103.jpg,squash powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash powdery mildew/61.jpg,squash powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf/google_0456.jpg,cherry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/google_0187.jpg,bell pepper leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf/226.jpg,garlic leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/google_0121.jpg,potato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple tar spot/google_0193.jpg,maple tar spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry powdery mildew/google_0153.jpg,cherry powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/48.jpg,cucumber leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/google_0030.jpg,bean rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice blast/google_0003.jpg,rice blast,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato early blight/google_0153.jpg,potato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple black rot/google_0058.jpg,apple black rot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/233.jpg,bell pepper leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/92.jpg,cucumber leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/179.jpg,cucumber leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/google_0034.jpg,apple scab,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/google_0183.jpg,grape downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/57.jpg,grape leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/168.jpg,cucumber powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/37.jpg,basil leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato septoria leaf spot/google_0153.jpg,tomato septoria leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/18.jpg,plum leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple black rot/187.jpg,apple black rot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana leaf/33.jpg,banana leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/google_0211.jpg,bean rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil downy mildew/google_0016.jpg,basil downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/google_0274.jpg,apple scab,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grapevine leafroll disease/google_0127.jpg,grapevine leafroll disease,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0354.jpg,tomato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato mosaic virus/google_0077.jpg,tomato mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce mosaic virus/51.jpg,lettuce mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/16.jpg,potato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/google_0132.jpg,broccoli leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce mosaic virus/google_0064.jpg,lettuce mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry leaf/49.jpg,strawberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana leaf/208.jpg,banana leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry rust/google_0030.jpg,blueberry rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce leaf/google_0223.jpg,lettuce leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/349.jpg,cabbage leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/carrot cavity spot/google_0152.jpg,carrot cavity spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce downy mildew/google_0160.jpg,lettuce downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf/188.jpg,cherry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/google_0147.jpg,apple scab,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tobacco mosaic virus/google_0046.jpg,tobacco mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/314.jpg,citrus canker,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf spot/google_0172.jpg,cherry leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/google_0030.jpg,plum leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf/google_0124.jpg,garlic leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/33.jpg,bean leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/101.jpg,citrus canker,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/google_0253.jpg,cucumber leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/zgoogle_0087.jpg,squash leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape black rot/google_0003.jpg,grape black rot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry rust/google_0127.jpg,blueberry rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/google_0064.jpg,plum leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf/google_0232.jpg,ginger leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana leaf/43.jpg,banana leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/307.jpg,cabbage leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato early blight/3.jpg,potato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0041.jpg,tomato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/154.jpg,grape leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf/google_0129.jpg,cherry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash powdery mildew/google_0024.jpg,squash powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic rust/256.jpg,garlic rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf/92.jpg,tomato leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/42.jpg,cucumber powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato leaf/google_0137.jpg,potato leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus greening disease/google_0001.jpg,citrus greening disease,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery leaf/google_0100.jpg,celery leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0204.jpg,basil leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0123.jpg,corn smut,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/194.jpg,rice leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/210.jpg,citrus canker,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/12.jpg,apple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/429.jpg,cabbage leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/263.jpg,apple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger sheath blight/google_0020.jpg,ginger sheath blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant leaf/google_0207.jpg,eggplant leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant leaf/google_0065.jpg,eggplant leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato mosaic virus/169.jpg,tomato mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/316.jpg,tomato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0030.jpg,basil leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/150.jpg,cucumber powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce leaf/google_0185.jpg,lettuce leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0300.jpg,corn smut,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0082.jpg,corn smut,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf/google_0290.jpg,tomato leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/4.jpg,bean leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic rust/44.jpg,garlic rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum pocket disease/4.jpg,plum pocket disease,test
